"property_id","price"
"d56159653f5d2abc5ed5acd7",530904599.120606
"45550aa81c0151f1fd9fd8fe",588070793.479804
"735deef3382aa15930482f3e",500850346.5737
"0dd49fa8bb7be52b851c6dc9",562970659.211176
"7d3220a91e78f8bc2924d1cd",537191394.260646
"d3054072b2175deec2c1f8dc",609838078.016008
"b7574b06d593fca4eac59815",608664002.330579
"79e822115c5c1a4531366001",602994273.674206
"d3ed5316a463d38c1bd321d0",607332730.502762
"2f1880c9b8f7ac2715e1236d",570477650.743748
"dcca1c7f109175760ff531c6",592215082.928975
"dfc4f3facf91bbd93ee0fa4d",542557525.005338
"30e134a6cbe61d7954d0f56b",425737681.575874
"385fee7bd9ad7722d45dd034",437616583.145786
"87199c236bf22903d1aafdd0",437616583.145786
"19e19ad0cd6b5e84d8aa970e",544232280.881934
"907f968e78d748fde69dd44f",557699951.998629
"be094e5db0f784e3aa013aae",575826736.184585
"7ab96f83915bc84f8c03c1bd",559801166.800597
"07f4aa9b9ff5b0b05d31e6c0",611269469.793449
"e9be8cd37abed8ab510ba1f5",639114262.740953
"5f6ad58df27b562db077b5ce",634190088.617715
"ee96d947484aaace40f9b77f",611807083.801022
"15c4aef8401208054697b81e",860299215.228954
"22d6cb11333f2839b8112b89",751160998.882521
"288c09c33907dadbae495c11",871719650.316205
"f71d2bca0c5fe2720a1544c4",476109894.104577
"451744cf3ce55a98db8a3562",489944286.171521
"fba9ae05a6a8a9e0c6268a9f",480531207.420895
"1338e58f7dcebf5a1ea59388",504532513.326583
"a817e8da0ada143ac87277ee",391212085.524408
"46d8bb3e9a0ca584d3c7a317",546706661.862396
"b2506aa9463aebf01e1e00ca",590181641.731944
"7ec025b9b6e6f33bf65af41b",574676339.255073
"2ff531e27672ecd2362eed55",476950570.79831
"9b3cf0d1b91b9c6a2a887647",536367266.217661
"7db5291ce4602d9b2b266872",453698062.426393
"65d5918e826c33bb950fc008",550951034.648682
"395c34e4b8f52cbdb0522459",542014943.112162
"855f4b67d2bd6d18fd03d8e7",564961789.441261
"9ff06409b37e5b5dece4604a",558540205.9439
"0508cd7bd2c77ebb6fea1e56",563557299.878896
"b45fff2e718e54772d46a3fd",524684168.156768
"cf4d2297b73dbc357d21e31b",557159083.728458
"0ada7044c5b29925abc90879",559503961.068163
"6305f02255274ab5fb6bd39c",621722419.334186
"d9a94194ae1350512beff3e6",667274315.340814
"e3896296cb80d50d9ad3f903",619712177.148898
"6514f355887c64136edb5595",743828893.550966
"f03400cc18e12903b3ffbe5a",556381765.773637
"4e134600155a64783b3f8c3e",538325607.488807
"d63ebc63c82fbf66d8b6ffd3",627357224.766127
"1bd64811bd59706844230198",639154325.717055
"a83921284639eedd4a511cb6",677803149.909058
"a2f3f7a1cd573e2a33f52e2d",691876111.341633
"47344a66471fa51f61c64652",652749726.772345
"78fd849c9429091347d7e5c9",659506483.047882
"c3daf2abea55af99c9579319",666929796.62823
"52864916eb1984abca41ec66",771513156.213348
"c62494a9d7aede44f2f84023",735291705.567747
"a2b576643f7a032371587e5e",865354253.17336
"e53bc68f0e97ccead24f3e56",558880429.942827
"fd82c710aad91bc90af490fe",578944418.1038
"d436abc2ee37ba3dd561e940",579317279.157845
"216a598114a403676011cb51",471058721.005607
"ea230d5eccd2b687888173bb",582114898.793232
"18bd0dd7580f2a7cb19a90b9",374486963.578639
"b143c8ca6d334f6a73c3f2a0",348380643.631296
"ab388cb4fa511968783bafee",611286935.628281
"6a4f08cd04d558a56af732d9",580481569.487428
"7216c895aa047c4f405c4941",559326556.68971
"a493488dcd906dc74cf8a604",529624307.18444
"7844b0b2bc65dced90a355c6",555651551.931678
"c1976383069b6b82ab29d092",463374832.695355
