"property_id","price"
"d56159653f5d2abc5ed5acd7",789134619.73
"45550aa81c0151f1fd9fd8fe",682077716.055556
"735deef3382aa15930482f3e",595381052.992222
"0dd49fa8bb7be52b851c6dc9",812993800.765111
"7d3220a91e78f8bc2924d1cd",785666184.618222
"d3054072b2175deec2c1f8dc",498099537.703111
"b7574b06d593fca4eac59815",498713815.483111
"79e822115c5c1a4531366001",433508038.624111
"d3ed5316a463d38c1bd321d0",950541969.860444
"2f1880c9b8f7ac2715e1236d",763799467.777778
"dcca1c7f109175760ff531c6",575469901.979556
"dfc4f3facf91bbd93ee0fa4d",556124790.118667
"30e134a6cbe61d7954d0f56b",441266199.282444
"385fee7bd9ad7722d45dd034",436185470.725111
"87199c236bf22903d1aafdd0",412631029.045333
"19e19ad0cd6b5e84d8aa970e",407019840.241333
"907f968e78d748fde69dd44f",702711994.064445
"be094e5db0f784e3aa013aae",459319021.53
"7ab96f83915bc84f8c03c1bd",429326329.709445
"07f4aa9b9ff5b0b05d31e6c0",788827266.873333
"e9be8cd37abed8ab510ba1f5",734489976.851556
"5f6ad58df27b562db077b5ce",694074150.222222
"ee96d947484aaace40f9b77f",737797464.32
"15c4aef8401208054697b81e",838545117.843333
"22d6cb11333f2839b8112b89",949325981.248
"288c09c33907dadbae495c11",951393448.335555
"f71d2bca0c5fe2720a1544c4",476329357.206667
"451744cf3ce55a98db8a3562",447202048.170889
"fba9ae05a6a8a9e0c6268a9f",463400510.426
"1338e58f7dcebf5a1ea59388",472056005.520555
"a817e8da0ada143ac87277ee",408058782.933333
"46d8bb3e9a0ca584d3c7a317",515501661.373778
"b2506aa9463aebf01e1e00ca",491280034.879445
"7ec025b9b6e6f33bf65af41b",457388904.759333
"2ff531e27672ecd2362eed55",717569272.462222
"9b3cf0d1b91b9c6a2a887647",574537593.162222
"7db5291ce4602d9b2b266872",493399766.348889
"65d5918e826c33bb950fc008",582620655.568889
"395c34e4b8f52cbdb0522459",596782364.042222
"855f4b67d2bd6d18fd03d8e7",613088450.463555
"9ff06409b37e5b5dece4604a",536886757.641778
"0508cd7bd2c77ebb6fea1e56",565614409.902222
"b45fff2e718e54772d46a3fd",618012178.837222
"cf4d2297b73dbc357d21e31b",592399059.321778
"0ada7044c5b29925abc90879",552584416.047111
"6305f02255274ab5fb6bd39c",686454273.104
"d9a94194ae1350512beff3e6",678932923.888889
"e3896296cb80d50d9ad3f903",699658115.162778
"6514f355887c64136edb5595",844059643.555556
"f03400cc18e12903b3ffbe5a",737848144.444444
"4e134600155a64783b3f8c3e",796034945.672222
"d63ebc63c82fbf66d8b6ffd3",715570639.354111
"1bd64811bd59706844230198",692799292.222222
"a83921284639eedd4a511cb6",743057440.162778
"a2f3f7a1cd573e2a33f52e2d",786998895.484444
"47344a66471fa51f61c64652",732547812.866222
"78fd849c9429091347d7e5c9",714937725.786667
"c3daf2abea55af99c9579319",672300044.200889
"52864916eb1984abca41ec66",857480024
"c62494a9d7aede44f2f84023",872924555.555555
"a2b576643f7a032371587e5e",912973903.548
"e53bc68f0e97ccead24f3e56",501410706.125556
"fd82c710aad91bc90af490fe",555282461.981111
"d436abc2ee37ba3dd561e940",712538890.608889
"216a598114a403676011cb51",636482190.124444
"ea230d5eccd2b687888173bb",667913449.634444
"18bd0dd7580f2a7cb19a90b9",373269044.962667
"b143c8ca6d334f6a73c3f2a0",398271800.346333
"ab388cb4fa511968783bafee",514478055.192
"6a4f08cd04d558a56af732d9",484614310.477222
"7216c895aa047c4f405c4941",626195248.46
"a493488dcd906dc74cf8a604",709127229.483333
"7844b0b2bc65dced90a355c6",661152500
"c1976383069b6b82ab29d092",467944609.583445
"e5cfd99e2308b7b73581dbdc",516863850.028445
"c18c2ea88f4ac53970b53d2c",479161207.321778
"842c9f0e4edf1e5a672ce15e",793372715.865556
