"property_id","price"
"d56159653f5d2abc5ed5acd7",636492038.510243
"45550aa81c0151f1fd9fd8fe",707928312.892371
"735deef3382aa15930482f3e",615689071.353693
"0dd49fa8bb7be52b851c6dc9",761746355.38087
"7d3220a91e78f8bc2924d1cd",613753295.910628
"d3054072b2175deec2c1f8dc",481403382.769366
"b7574b06d593fca4eac59815",478989071.192759
"79e822115c5c1a4531366001",406454596.946671
"d3ed5316a463d38c1bd321d0",773430784.705449
"2f1880c9b8f7ac2715e1236d",806014450.035187
"dcca1c7f109175760ff531c6",442937556.269684
"dfc4f3facf91bbd93ee0fa4d",447142711.488804
"30e134a6cbe61d7954d0f56b",407811218.74978
"385fee7bd9ad7722d45dd034",421511590.758618
"87199c236bf22903d1aafdd0",427916756.085435
"19e19ad0cd6b5e84d8aa970e",412675036.749183
"907f968e78d748fde69dd44f",615420207.656248
"be094e5db0f784e3aa013aae",407517301.887816
"7ab96f83915bc84f8c03c1bd",416569843.615184
"07f4aa9b9ff5b0b05d31e6c0",771297639.05286
"e9be8cd37abed8ab510ba1f5",791187941.040028
"5f6ad58df27b562db077b5ce",660331364.618476
"ee96d947484aaace40f9b77f",783083765.847995
"15c4aef8401208054697b81e",968075554.117965
"22d6cb11333f2839b8112b89",850554850.546532
"288c09c33907dadbae495c11",869609850.698797
"f71d2bca0c5fe2720a1544c4",496853423.628509
"451744cf3ce55a98db8a3562",491989293.990584
"fba9ae05a6a8a9e0c6268a9f",452246977.249525
"1338e58f7dcebf5a1ea59388",432707454.739486
"a817e8da0ada143ac87277ee",415279124.406627
"46d8bb3e9a0ca584d3c7a317",788046272.507009
"b2506aa9463aebf01e1e00ca",438818816.851018
"7ec025b9b6e6f33bf65af41b",447235682.570158
"2ff531e27672ecd2362eed55",712818234.120279
"9b3cf0d1b91b9c6a2a887647",470187110.611193
"7db5291ce4602d9b2b266872",414713171.724363
"65d5918e826c33bb950fc008",647255631.251687
"395c34e4b8f52cbdb0522459",689093344.881124
"855f4b67d2bd6d18fd03d8e7",592791695.220866
"9ff06409b37e5b5dece4604a",558042668.287216
"0508cd7bd2c77ebb6fea1e56",595555800.364107
"b45fff2e718e54772d46a3fd",653961597.869039
"cf4d2297b73dbc357d21e31b",631915959.486737
"0ada7044c5b29925abc90879",613685402.458524
"6305f02255274ab5fb6bd39c",749803558.255756
