"property_id","price"
"d56159653f5d2abc5ed5acd7",639275136
"45550aa81c0151f1fd9fd8fe",760588160
"735deef3382aa15930482f3e",650108608
"0dd49fa8bb7be52b851c6dc9",882618176
"7d3220a91e78f8bc2924d1cd",807659200
"d3054072b2175deec2c1f8dc",462192032
"b7574b06d593fca4eac59815",468603744
"79e822115c5c1a4531366001",483305056
"d3ed5316a463d38c1bd321d0",852969856
"2f1880c9b8f7ac2715e1236d",836887552
"dcca1c7f109175760ff531c6",692140224
"dfc4f3facf91bbd93ee0fa4d",486883328
"30e134a6cbe61d7954d0f56b",496919744
"385fee7bd9ad7722d45dd034",412391712
"87199c236bf22903d1aafdd0",441192864
"19e19ad0cd6b5e84d8aa970e",475989728
"907f968e78d748fde69dd44f",731243136
"be094e5db0f784e3aa013aae",462214464
"7ab96f83915bc84f8c03c1bd",528426880
"07f4aa9b9ff5b0b05d31e6c0",797963136
"e9be8cd37abed8ab510ba1f5",763889536
"5f6ad58df27b562db077b5ce",737445568
"ee96d947484aaace40f9b77f",759393344
"15c4aef8401208054697b81e",872296960
"22d6cb11333f2839b8112b89",959294400
"288c09c33907dadbae495c11",1113110912
"f71d2bca0c5fe2720a1544c4",474689472
"451744cf3ce55a98db8a3562",470750592
"fba9ae05a6a8a9e0c6268a9f",483754784
"1338e58f7dcebf5a1ea59388",430699968
"a817e8da0ada143ac87277ee",469336352
"46d8bb3e9a0ca584d3c7a317",623872384
"b2506aa9463aebf01e1e00ca",510302816
"7ec025b9b6e6f33bf65af41b",480457120
"2ff531e27672ecd2362eed55",724449536
"9b3cf0d1b91b9c6a2a887647",576348032
"7db5291ce4602d9b2b266872",524640512
"65d5918e826c33bb950fc008",584211520
"395c34e4b8f52cbdb0522459",564053376
"855f4b67d2bd6d18fd03d8e7",633975232
"9ff06409b37e5b5dece4604a",596881600
"0508cd7bd2c77ebb6fea1e56",545455168
"b45fff2e718e54772d46a3fd",700081344
"cf4d2297b73dbc357d21e31b",542824768
"0ada7044c5b29925abc90879",670477952
"6305f02255274ab5fb6bd39c",655704256
"d9a94194ae1350512beff3e6",739290048
"e3896296cb80d50d9ad3f903",694254400
"6514f355887c64136edb5595",834998784
"f03400cc18e12903b3ffbe5a",799593344
"4e134600155a64783b3f8c3e",725521728
"d63ebc63c82fbf66d8b6ffd3",745212288
"1bd64811bd59706844230198",684506944
"a83921284639eedd4a511cb6",747469952
"a2f3f7a1cd573e2a33f52e2d",812010176
"47344a66471fa51f61c64652",794623104
"78fd849c9429091347d7e5c9",743808000
"c3daf2abea55af99c9579319",705898112
"52864916eb1984abca41ec66",899260544
"c62494a9d7aede44f2f84023",783512768
"a2b576643f7a032371587e5e",937565824
"e53bc68f0e97ccead24f3e56",528110080
"fd82c710aad91bc90af490fe",556368896
"d436abc2ee37ba3dd561e940",696478528
"216a598114a403676011cb51",593246784
"ea230d5eccd2b687888173bb",684327104
"18bd0dd7580f2a7cb19a90b9",308701376
"b143c8ca6d334f6a73c3f2a0",396928352
"ab388cb4fa511968783bafee",525407616
"6a4f08cd04d558a56af732d9",427657216
"7216c895aa047c4f405c4941",623830208
"a493488dcd906dc74cf8a604",667553792
"7844b0b2bc65dced90a355c6",618454848
"c1976383069b6b82ab29d092",426201376
"e5cfd99e2308b7b73581dbdc",588270144
"c18c2ea88f4ac53970b53d2c",544458304
"842c9f0e4edf1e5a672ce15e",756699264
"7dd1e46dcbddc6bf5ef694de",463446496
"6cc4f32b39180bd1ec7e117b",798452608
"79e643789a85dc4ffad49a25",859031744
"b3402a9173d289d6db78e09d",788154880
"a446507813234e358db8b573",521038624
"c8ef57ddfb35061d1876f94e",663451200
"360be0df2c003005e3db080e",877003072
"9ab245a4c91877cb7a8661ce",1108633856
"a57a34c7486e7a40e8deb316",712152704
"ceba7d0f56f6cb03538962fb",656882496
"d5475993f9db58c3e4baf7a3",833910336
"d37a1dda09e30da13ff5bfc3",671766656
"68a8b8d077a8232723bf37e9",740988480
"e1eea7716ca6490b7640717a",731040640
"4ae6d75b10848d259ecba576",693157632
"17afbce5c0b56732abbea936",760410176
"84a2673eccd3cf3bd7fd3eb0",899260544
"f2f4e6cbafe527b155707f01",883702912
"de2e3a592cda5b76c9573c5c",879481920
"fac651cf404a58f24dc7d286",1302728448
"e6f312a0877af26b69855a3d",1250887808
"333a643c623a9bc75f3a40f2",916454400
"64593641e470908ef23b46cb",807090560
"ce9f2f0071be658ae75ca6f9",993235328
"9ab385e399a4673732b6a799",799478528
"3429c774b736cefc051e2c55",639217024
"a51ad0372758b2bbfe73f8fd",541160064
"8c801a266256e3fbabe7e3d2",719705536
"ca2f81b8fb6fda20aefb0ccb",643916352
"3c1b1f86087f9b99380e387c",751339392
"b0cad5d612954b8cab18101c",862077440
"7eb991f4c69215377e4dac8f",766263296
"0d130b8bea4321300396fa34",1018427584
"8dfa059401e1dca80ae65ae1",792862528
"3e3f264cd0ac7a65ed2349a2",809146816
"112dce80bf512f3f24391d23",501821504
"ff25ded6333278149f8fb68f",781346496
"d555b82c192794e87e9d536f",827060416
"a787382d96ef9fce8f27bc70",833893568
"8c3aa295f7bcfd9a43eb2037",878604032
"13ac95652fb3cf6c43dafc66",498092448
"42fc6a80b882c32f6264ac10",499282400
"1e9c53e09220d689a0210ab9",354774944
"3348706086aa3db5c92259c3",500801280
"66d402a9b7d05f29282ddb00",525536896
"cf88be51d6f31c10e5868ff7",424780128
"30b3f38716be209a894b0942",443489344
"0a5908a92d0ba3e36f54b1f3",511723328
"dd206b6ea2d7f6555109ea39",573945984
"c641febd8bc2ece3e4d2d8b6",581521536
"c11fdc02a288af0572a2bca1",873072000
"35dc60a65969b264ab283d6d",516775552
"d9cb0f637cd4feaaaf8a21c0",653802048
"7e8dfae9a5f1faf8afa706f7",526118624
"a280fe7610c254b935c9dcfc",568895936
"85524880fdc4e4daf90e96fd",598222272
"f361109d06f6609c16724b39",584211520
"3f6b2f0c0876c21755369cb6",655704256
"de26819064a290ce78d8fcc1",566999936
"91be1260a84ab7fa3521c495",782507392
"18c8dc4549d38c918af2972e",794459328
"782b0fb8641849c2c34291e6",548554752
"54933f8b33a4fd6f031ed5be",743809792
"953176c9a901b4f61c030432",677269376
"357e2add3d68167a4f3ce15e",792483712
"90332d50e91925eb9b614bef",880993664
"11723d1d472bf1a3fdd8b72c",851533504
"01f8b6799e2910f7769db175",754310784
"a0d5001f7dd42d7f0c91d2a9",569412672
"d4439c35bcb88e1490916c67",601048064
"4a73dad0ff8a5262e8b07c4b",849522624
"3dd8085a65f24b497ea59557",856023744
"39ef085809bc80e32e7b6af6",899558656
"b98ee16e8fd7d1c75a9da13c",894432000
"16deb26bf740fa61e258f545",725545536
"732a3bd457d7798e1fd892f6",724448832
"1376058cb128a1c7729cd2e9",796828160
"cac7e7c3e13af91bdc7107e8",862054016
"9f3dfa6e1422f6aeac527c61",636248768
"4dd3d1288ccb66ee4fb9c097",1017842112
"15fb97d6a43731d61e95d004",713908096
"dac29573163315edf99e0e7a",586648640
"b93f2864087d41c3c92d43c3",822569728
"cd4656aed92f5c0a0b6b7c0c",823584000
"556210496090b42ac10cf1b8",937565824
"762979729fb21e56a32ed14e",937565824
"ea935b76abe664d5e2c4736f",584211520
"40e9ef1e7c6749b7a8d04ea9",626072320
"058265732a484ac8d5497f5c",573089856
"6f52ea8340cdd283f9a79720",674311104
"cafe7c1ee67458e05c84d5fb",655704256
"3f45ed2f08a2b03b738fbb5e",582938048
"f203b18854b75c4564d7a17d",744480576
"d5333f639d11bc3ab073ed72",552577408
"c14f644116669a160446a945",553611264
"de585856ff546e00a5a4672e",520825984
"7a80663cae7c191b5d025fa0",530452384
"71f80198e68fbba902650b1a",540496832
"f3523e0626df8cea803ead0f",506550592
"619abd5f978b1573761be86d",551386048
"17a2323b855e93533a9f09f2",608012608
"38e8630f2c05ea38e2257c21",582977024
"1e3798d739f85ee0e5a314ca",668666112
"46d0544f411bbfb6b452858c",605826368
"605e7a71eecb13b23ffca0c1",492426240
"7515b37b7ae7c62f3dafbe7d",609363648
"28be121ada9c9303be802474",650952064
"331d54f8a1bd3dabce73d6d9",571620928
"22d167639ccaace593dffa31",645166784
"36cd68fc3ffab79fcaa340ab",576550080
"db924733e88c361cdfab874a",706888064
"64eea2e9a13a8edfe8ac7027",761291328
"97fe6eeed892111bfa20255b",765268928
"b54e6757829ac95e2076d954",763254208
"dd59b8122458557041903207",517484160
"b35c58fc1c05a77433025318",736641728
"c41964afa164d8b75f8dbe92",771900096
"96b3ea80cce599b68f96f86e",748389440
"a4bc87ad4f1ad97c0a63d843",758649728
"16e62269e6aa2ea052d05f71",685254912
"518b37b51f824fa0fb5075d3",755779392
"e083d83369cbc93fb94842a1",765764736
"57deff02895d5286eda10d89",708439488
"7ed35835fbe694bc237abe38",765811200
"b48efa9ddf36e85164354f26",653956032
"5910c9b29a1025bada93a5e1",768380608
"10a650e8cb5425c97f08f68a",727790592
"9e0feca2ec3043ae6f840631",712162432
"35ce37bbecac6b164fa21e6c",623020544
"c4955010d066e013812a85ea",747696576
"d5a83c31bec18d1c3eb9af7d",684553920
"70217bd08583854329722821",617209984
"28e748e7aa0a447731e06706",703236672
"27929c0a3e0fd2d6d2969e03",723368192
"5c5ea0d8bae75e0a5c88414f",732178816
"2233f50cf7b04791cf1ddeaa",730026560
"bf430621f17dcaf17fb91ac7",702475328
"d8dc9de06461e0220bc55906",573147200
"d988975f8c4e6ee8fd8dc1e1",761669568
"bab884e0f99df269805e83a4",769720384
"8fa9b20af1508af7a01e2267",752698240
"b6f195d44ddbe10b78b97191",654778752
"2ab0eeac4a228d5769fb4365",545569920
"347a4deda03bfdde6d1c163d",505407232
"17230f18b30b94606fea047d",381625664
"eab4ae491bbbe7b8ab107229",616786624
"07c753474a847bf2bccd55b7",721785600
"b7ce05400f0261743073e072",656953536
"4a33d213841d2af537aa967a",663530560
"04eb0b590ce7483c615b043b",776739264
"a01a51af09a3dc387a18b58c",570335040
"270b930a9e22d5016ffa4019",847851840
"5ed1320fe84a518e267ff537",809848384
"f04b574dc221473cfd616e22",558688832
"6f7e390aa6135019dc5a828f",635386304
"776d4a19fb3852fe6dcd3ddb",517921056
"b7f164b79658952248866c34",550508224
"aafeff5826516e363471e439",442559616
"eba6a2b80a17a846ae560ece",373260992
"90e62f8656ae504bf6175e0d",472494528
"dc4331d09a1e36baaa6bde53",643404096
"372d67ccb9d251e290891f0a",457966144
"a7801c67a0ddd71c50ba38d3",490686496
"e4d6b81f169cab8ea0244d75",480368352
"cd5c6655243a4be0912bc92a",712152704
"f7a7281a19733251134364fc",849656960
"a716ec25a219961fbe90f367",883702912
"8bd45966c16d4eafb49ee2a2",844025344
"baabbdaa5e8f69fc90d303c1",1011297600
"8bed46960db1b2a7954ffbcb",948728128
"dbc123f9502159d660f375ca",1004091648
"a4683facc81ccda10e9ae388",993235328
"3a576586fa1aac85c2ffb75b",987295616
"b1fb98d0ba25b21c6647d423",1058630336
"97fa4be3ed93c37c048f507c",443446240
"cf184cc576effe39c0f857b8",488920960
"784f67fcb2d009d352740ed1",457834912
"f4d6ce332121f814aa663fca",517886880
"c87ae84ef029febca1e633e8",611466560
"e876c6fd9c161861fb92ad5a",794502784
"9047c4764f2c6b1a10b87e99",883387648
"234c94e9a248ae57bb5a0771",492312800
"a49c2976ca4f24f3a6b622e3",497366816
"ffc171cf73514bed077339a6",492999712
"fba83f5feea2522888377066",426156576
"1a593800d5785ecc36c25ead",768435392
"ab157c9601861dc387a91b82",727824000
