"property_id","price"
"d56159653f5d2abc5ed5acd7",642324736
"45550aa81c0151f1fd9fd8fe",781287360
"735deef3382aa15930482f3e",651254400
"0dd49fa8bb7be52b851c6dc9",901180288
"7d3220a91e78f8bc2924d1cd",778309504
"d3054072b2175deec2c1f8dc",592063040
"b7574b06d593fca4eac59815",575962176
"79e822115c5c1a4531366001",489431072
"d3ed5316a463d38c1bd321d0",912740608
"2f1880c9b8f7ac2715e1236d",888378752
"dcca1c7f109175760ff531c6",754371136
"dfc4f3facf91bbd93ee0fa4d",558678272
"30e134a6cbe61d7954d0f56b",601220096
"385fee7bd9ad7722d45dd034",375389376
"87199c236bf22903d1aafdd0",407738080
"19e19ad0cd6b5e84d8aa970e",548759104
"907f968e78d748fde69dd44f",675037376
"be094e5db0f784e3aa013aae",478359648
"7ab96f83915bc84f8c03c1bd",665567104
"07f4aa9b9ff5b0b05d31e6c0",779870720
"e9be8cd37abed8ab510ba1f5",746016896
"5f6ad58df27b562db077b5ce",751075840
"ee96d947484aaace40f9b77f",761464896
"15c4aef8401208054697b81e",919033216
"22d6cb11333f2839b8112b89",946984704
"288c09c33907dadbae495c11",1020182912
"f71d2bca0c5fe2720a1544c4",493894336
"451744cf3ce55a98db8a3562",549910016
"fba9ae05a6a8a9e0c6268a9f",523357312
"1338e58f7dcebf5a1ea59388",505262528
"a817e8da0ada143ac87277ee",499485248
"46d8bb3e9a0ca584d3c7a317",659185216
"b2506aa9463aebf01e1e00ca",535528544
"7ec025b9b6e6f33bf65af41b",517108192
"2ff531e27672ecd2362eed55",695207360
"9b3cf0d1b91b9c6a2a887647",560871872
"7db5291ce4602d9b2b266872",508715360
"65d5918e826c33bb950fc008",569555648
"395c34e4b8f52cbdb0522459",629688768
"855f4b67d2bd6d18fd03d8e7",637360960
"9ff06409b37e5b5dece4604a",589700224
"0508cd7bd2c77ebb6fea1e56",535532160
"b45fff2e718e54772d46a3fd",712009984
"cf4d2297b73dbc357d21e31b",553848192
"0ada7044c5b29925abc90879",652380352
"6305f02255274ab5fb6bd39c",646135744
"d9a94194ae1350512beff3e6",706156544
"e3896296cb80d50d9ad3f903",693029696
"6514f355887c64136edb5595",884961856
"f03400cc18e12903b3ffbe5a",818394304
"4e134600155a64783b3f8c3e",755168256
"d63ebc63c82fbf66d8b6ffd3",751603968
"1bd64811bd59706844230198",683276288
"a83921284639eedd4a511cb6",749027200
"a2f3f7a1cd573e2a33f52e2d",823955072
"47344a66471fa51f61c64652",782812224
"78fd849c9429091347d7e5c9",747385088
"c3daf2abea55af99c9579319",721896000
"52864916eb1984abca41ec66",878078336
"c62494a9d7aede44f2f84023",805847488
"a2b576643f7a032371587e5e",1002152704
"e53bc68f0e97ccead24f3e56",560865216
"fd82c710aad91bc90af490fe",568259584
"d436abc2ee37ba3dd561e940",705137472
"216a598114a403676011cb51",616481728
"ea230d5eccd2b687888173bb",705833792
"18bd0dd7580f2a7cb19a90b9",284140512
"b143c8ca6d334f6a73c3f2a0",389134144
"ab388cb4fa511968783bafee",557318848
"6a4f08cd04d558a56af732d9",395590144
"7216c895aa047c4f405c4941",601924096
"a493488dcd906dc74cf8a604",669448192
"7844b0b2bc65dced90a355c6",597587200
"c1976383069b6b82ab29d092",445011904
"e5cfd99e2308b7b73581dbdc",585499008
"c18c2ea88f4ac53970b53d2c",552501312
"842c9f0e4edf1e5a672ce15e",752736384
"7dd1e46dcbddc6bf5ef694de",460627232
"6cc4f32b39180bd1ec7e117b",785054336
"79e643789a85dc4ffad49a25",788287360
"b3402a9173d289d6db78e09d",812867840
"a446507813234e358db8b573",509009728
"c8ef57ddfb35061d1876f94e",667281536
"360be0df2c003005e3db080e",975404416
"9ab245a4c91877cb7a8661ce",1071953344
"a57a34c7486e7a40e8deb316",745699456
"ceba7d0f56f6cb03538962fb",707132160
"d5475993f9db58c3e4baf7a3",810478144
"d37a1dda09e30da13ff5bfc3",700535296
"68a8b8d077a8232723bf37e9",753989760
"e1eea7716ca6490b7640717a",745760960
"4ae6d75b10848d259ecba576",699291520
"17afbce5c0b56732abbea936",813881600
"84a2673eccd3cf3bd7fd3eb0",878078336
"f2f4e6cbafe527b155707f01",904804352
"de2e3a592cda5b76c9573c5c",851246016
"fac651cf404a58f24dc7d286",1358038656
"e6f312a0877af26b69855a3d",1268802432
"333a643c623a9bc75f3a40f2",920860288
"64593641e470908ef23b46cb",855236608
"ce9f2f0071be658ae75ca6f9",1013690176
"9ab385e399a4673732b6a799",788085504
"3429c774b736cefc051e2c55",617810880
"a51ad0372758b2bbfe73f8fd",548174016
"8c801a266256e3fbabe7e3d2",729394304
"ca2f81b8fb6fda20aefb0ccb",627107392
"3c1b1f86087f9b99380e387c",759055616
"b0cad5d612954b8cab18101c",912517504
"7eb991f4c69215377e4dac8f",749984000
"0d130b8bea4321300396fa34",977570432
"8dfa059401e1dca80ae65ae1",803186368
